,precision,recall,f1-score,support
0: Negative for Mutation,0.9792147806004619,0.9995285242809995,0.9892673821745217,2121.0
1: Positive for Mutation,0.0,0.0,0.0,45.0
accuracy,0.9787626962142197,0.9787626962142197,0.9787626962142197,0.9787626962142197
macro avg,0.4896073903002309,0.49976426214049974,0.49463369108726085,2166.0
weighted avg,0.9588709832195659,0.9787626962142197,0.9687147357304527,2166.0
